privateID,repositoryName,usageType,exemptionText,timestamp
github_921325107,jcp-run1-np,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README's title ""jcp-run1-np"" and description ""jan cop demo"" strongly suggest this is a demonstration project.  The lack of further detail reinforces the impression that it's a limited-scope demo rather than a production-ready application.)",2025-06-07T21:48:01.716302+00:00
github_464626552,edav-dev-db-demo,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The repository name ""edav-dev-db-demo"" strongly suggests a demonstration or experimental project related to databases (""db"") in the context of development (""dev"") and exploratory data analysis (""edav"").  The lack of further description in the provided excerpt doesn't negate this initial strong indication.)",2025-06-07T21:48:01.733085+00:00
github_971585640,nccdphp-od-surveillance-pubops-ecpaas-pubops,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:01.751388+00:00
github_874364934,cdc-iis-vt-vaccinationrecords-sapi,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.773651+00:00
github_853008451,edav-docs-langchain-aisearch-chat,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this is an ""experimental proof of concept (POC) application"" and warns that results may be inaccurate.)",2025-06-07T21:48:01.800387+00:00
github_890392210,DISC-postgresMain,exemptNonCode,"Non-code repository (languages: [Shell, Dockerfile])",2025-06-07T21:48:01.820754+00:00
github_581254949,cfa-recipes,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.839970+00:00
github_991581600,nccdphp-od-rapid-scans,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:01.858627+00:00
github_971571547,nccdphp-osh-apps-cove-gtss-data,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.877184+00:00
github_874546923,iod-ophdst-phic-odre-guidehouse,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.897990+00:00
github_751035384,cfa-covidhub-cache,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.916214+00:00
github_971571459,nccdphp-osh-apps-cove-state-system,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.934566+00:00
github_637994624,data-exchange-hl7-cd,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.951489+00:00
github_917889988,cfa-bayesian-numpyro-training,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the repository contains code for training exercises for probabilistic programming and Bayesian framework courses.  This strongly suggests its primary purpose is educational and exploratory, not for production use.)",2025-06-07T21:48:01.969171+00:00
github_932894115,DMAC_SecSrv,exemptNonCode,Non-code repository (languages: [PowerShell]),2025-06-07T21:48:01.991402+00:00
github_777373525,EDAV-AzureBatch,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly describes this repository as a ""prototype demonstration"".)",2025-06-07T21:48:02.012850+00:00
github_627057460,delete-repo,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.031821+00:00
github_951701525,niosh-ecp-necp-virtual-volumes,exemptNonCode,"Non-code repository (languages: [PowerShell, Shell])",2025-06-07T21:48:02.047383+00:00
github_971571373,nccdphp-od-od-apis,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.065350+00:00
github_616643090,c2s-consultation-automation,exemptByAgencySystem,"AI Suggestion: The README explicitly states that distribution is restricted to CDC staff due to cybersecurity regulations, indicating it's tightly integrated with internal systems and not suitable for external use.",2025-06-07T21:48:02.089700+00:00
github_874313174,cdc-appointment-event-mq-aws,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.114006+00:00
github_832270539,sqlserver-always-encrypt,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the repository demonstrates a simple Python implementation of decrypting columns encrypted with SQL Server Always-Encrypt and demonstrates DICOM to PNG conversion.  The focus is on showcasing these functionalities, not on building a production-ready tool.)",2025-06-07T21:48:02.133053+00:00
github_997410109,dstdp-adsss-ml,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states the project aims to ""try to convert"" a diagram into a computerized algorithm using AI/ML, describing it as a ""huge undertaking"" and highlighting the challenges involved.  This strongly suggests an exploratory or experimental approach rather than a production-ready system.)",2025-06-07T21:48:02.151555+00:00
github_750342997,EDAV-Posit-Connect-ACR,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.171025+00:00
github_745677898,edav_search_and_chat,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the application as an ""experimental proof of concept (POC) application"" and warns that results may be inaccurate.)",2025-06-07T21:48:02.193040+00:00
github_959201310,ea_vhf_2025,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.212202+00:00
github_712127355,cfa-automation-test-data,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this repository contains ""mechanically generated data used for testing automation"".  This strongly suggests its primary purpose is as a test bed or for testing purposes only.)",2025-06-07T21:48:02.231292+00:00
github_480491044,phr_hepatitis_surveillance_supplement,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.254124+00:00
github_686093946,cfa-nnh-models,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.270705+00:00
github_962170073,epht-central,exemptNonCode,Non-code repository (languages: [Batchfile]),2025-06-07T21:48:02.297221+00:00
github_732495559,cfa-flu-eval-scratch,exemptNonCode,Non-code repository (languages: [Makefile]),2025-06-07T21:48:02.315819+00:00
github_738183591,cfa-forecasting-eda,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.335394+00:00
github_744640007,EDAV-DEX-Routing-ADF,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.356795+00:00
github_991742401,edav-posit-modreport,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README states that the goal of `modreport` is to ""demo a Shiny application"".)",2025-06-07T21:48:02.374788+00:00
github_936738396,edav-tableau-samples,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.393228+00:00
github_603220989,NCHS-PII-Detection,exemptByLaw,"AI Suggestion: The repository processes and redacts or replaces PII using an NLP API, as described in the README and description.",2025-06-07T21:48:02.412841+00:00
github_940703755,cfa-rstudio-multi-instance,exemptNonCode,"Non-code repository (languages: [Shell, Dockerfile])",2025-06-07T21:48:02.429182+00:00
github_678409913,cfa-forecast-EpiNow2,exemptByMissionSystem,"AI Suggestion: The repository contains code for forecasting US influenza hospital admissions, a function directly supporting public health decision-making.",2025-06-07T21:48:02.445904+00:00
github_827965375,edav-gpt4o-crewai-summarizer,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states, ""This is an experimental app that uses AI models to generate summaries of documents,"" and further notes that underlying libraries are constantly evolving and performance may be affected by breaking changes.)",2025-06-07T21:48:02.463242+00:00
github_813655945,streamlit_azure_openai_chat_with_documents_faiss,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the application as an ""experimental proof of concept (POC) application"" and warns that results ""are not guaranteed to be accurate and could be misleading or even wrong"".)",2025-06-07T21:48:02.482350+00:00
github_446981222,xlr-cs-pipeline,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the governance status of the project is ""Under design / Experimental"" and that the repository contains a ""proof-of-concept"".)",2025-06-07T21:48:02.501600+00:00
github_778408850,coe-dataops-projects-hub,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.520327+00:00
github_595641149,DBD_GBS_risk,exemptByLaw,"AI Suggestion: The repository analyzes GBS datasets and assesses reidentification risk, implying the processing of protected health information (PHI) subject to privacy regulations.",2025-06-07T21:48:02.540203+00:00
github_782693560,ext_azure_scripts,exemptNonCode,Non-code repository (languages: [PowerShell]),2025-06-07T21:48:02.559751+00:00
github_971591635,nccdphp-ddt-diabetes-simulation-model-ecpaas-diabetes-simulation-model,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:02.576956+00:00
github_939609804,CFA-Project-Notes,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.597973+00:00
github_861962631,oamd-infra-base-images,exemptNonCode,"Non-code repository (languages: [Dockerfile, Shell])",2025-06-07T21:48:02.619973+00:00
github_656785406,cfa-gcm-seir-deploy,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels this project as a ""prototype demonstration"".)",2025-06-07T21:48:02.641566+00:00
github_829016956,cfa-eode,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the repository as ""Experimental ODEs"" and notes that it is deprecated in favor of a more robust solution.  The description focuses on the design and implementation of an experimental ODE framework.)",2025-06-07T21:48:02.660414+00:00
github_607180049,nndss-synthetic-generator,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.679143+00:00
github_757463090,nnh-training,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.697824+00:00
github_671689518,cfa-gh-actions-sandbox,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.718525+00:00
github_529393500,search-nutch-internet,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:02.736023+00:00
github_874308865,cdc-vaccine-history-search,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.756462+00:00
github_754272018,edav-nvdrs,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.777262+00:00
github_996949693,lppsb-clbs-dmi-infra-provisioning-templates,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.802010+00:00
github_971592376,nccdphp-ddt-dprpportal-azblob-dprp,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:02.826631+00:00
github_700574564,covid_regional_sources,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README describes the project as collecting and analyzing data from regional bodies, specifically mentioning the challenges of extracting data from interactive dashboards and situation reports.  The workflow outlines scraping and cleaning scripts, indicating an exploratory data analysis process rather than a production-ready tool.)",2025-06-07T21:48:02.845409+00:00
github_819581732,cdc-edso-python-template,exemptByAgencySystem,"AI Suggestion: The repository is a template for Python projects designed to utilize CDC's internal DevSecOps infrastructure (""EDSO hosted-runners"", ""CDC ImageHub"") and tools.  The README explicitly states that it ""runs best on EDSO hosted-runners"" and mentions uploading images to ""CDC ImageHub,"" indicating tight integration with internal CDC systems.  This suggests the code is not easily reusable outside of the CDC environment.",2025-06-07T21:48:02.862648+00:00
github_794579017,psp_azure_demo,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the repository as a ""Demo app"".)",2025-06-07T21:48:02.881526+00:00
github_366467330,Epi-Info-Report-API,exemptByMissionSystem,"AI Suggestion: The API processes data from Epi Info Web Survey Reports, which are likely used for public health surveillance and decision-making.  Real-time analysis suggests a critical role in timely public health response.",2025-06-07T21:48:02.902777+00:00
github_772741593,epidist-fork,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the package as ""experimental"" and warns that ""Breaking changes are likely.""  This strongly indicates that the primary purpose of the repository is experimental.)",2025-06-07T21:48:02.923432+00:00
github_821574391,saphire-demos,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The repository title ""saphire-demos"" and the description ""A repository for tracking artifacts related to SAPHIRE software demonstrations"" clearly indicate that the primary purpose is to showcase demonstrations of the SAPHIRE software.)",2025-06-07T21:48:02.944250+00:00
github_827493070,covid-forecast-hub-2024,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.962039+00:00
github_835757956,CDC-SwA-Fortify-Tools,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.981650+00:00
github_643994937,cdh-ml-fs-abfm,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:02.999024+00:00
github_971588690,nccdphp-dhdsp-dhdsp-atlas-rewrite,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.016692+00:00
github_848032791,cfa-azure-ext-repo-examples,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this repository ""demonstrates how to run a basic Python job on EXT Azure using GitHub Actions.""  The focus is on showcasing a process, not on delivering a production-ready tool or library.)",2025-06-07T21:48:03.035087+00:00
github_775300146,ocio-certificates-infra,exemptByAgencySystem,"AI Suggestion: The repository manages CDC's internal certificate authority infrastructure, which is tightly integrated with internal systems and websites.  The README indicates that the certificates are used for secure internal website access and remediation of SSL/TLS connection issues within CDC.  Sharing this code externally would likely pose operational risks and require major reconfiguration.",2025-06-07T21:48:03.053093+00:00
github_782595720,attribute-based-access-control-poc,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this repository was used for a demo of research and development and that the remaining code is ""for reference use only,"" indicating its primary purpose was exploratory.  The mention of extracting useful items to other repositories further supports this.)",2025-06-07T21:48:03.074784+00:00
github_753685090,cdh-lava-demo,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the project as a ""Demo"" in its title and description (""CDC Data Hub LAVA Demo"").)",2025-06-07T21:48:03.093903+00:00
github_834295108,cfa-repo-setup,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.111386+00:00
github_874316317,cdc-aws-apigateway-appointmentcancel-sapi,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.129265+00:00
github_779325437,cfa-gcm-measles-shelter,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the ABM was used to ""support validation, exploration, and to answer questions that would have been difficult to answer with the compartmental model alone,""  and describes several experiments conducted using the model to investigate hypotheses related to a measles outbreak.  The description focuses on using the model for exploratory analysis rather than as a production-ready tool.)",2025-06-07T21:48:03.147566+00:00
github_751910701,edav-llama-2-7b-chat-app,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this is an ""experimental proof of concept (POC) application"" and warns that results may be inaccurate.)",2025-06-07T21:48:03.166082+00:00
github_932446846,edav-ncezid-od-ndcp-adf,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.185282+00:00
github_995617176,cfa-cmei-sja-ixa-npi-econ-eval,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the repository is ""in early stages of development"" and is intended as ""a training in Rust and the Ixa framework"".  The project's objective is described as building a model, suggesting an exploratory or experimental nature.)",2025-06-07T21:48:03.204359+00:00
github_703664982,cfa-gcm-SIR-environment-examples,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README describes ""toy models"" and explicitly states that the code is for an exploration of environmental sickness transmission, using three different modeling approaches.  The mention of slides accompanying the code further suggests this is an educational or exploratory project rather than a production-ready tool.)",2025-06-07T21:48:03.222784+00:00
github_733611661,EDAV_Llama-2-70b-chat_app,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this is an ""experimental proof of concept (POC) application"" and warns that results may be inaccurate.)",2025-06-07T21:48:03.242668+00:00
github_846091219,cfa-beginnersGuide_GitHub_desktop,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.265300+00:00
github_940075053,clinical-narratives,exemptByLaw,"AI Suggestion: The repository processes Electronic Health Records (EHRs) which may contain Protected Health Information (PHI) subject to HIPAA regulations.  The README mentions extracting ""signs, symptoms, and diagnoses"" which could constitute PHI.",2025-06-07T21:48:03.287647+00:00
github_750091462,cdh-lava-vis,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.307426+00:00
github_683528726,fall-resp-model-prototype,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this is a ""partial reimplementation"" intended to ""explore what a new architecture would be like.""  It also labels the project as a ""Prototype"".)",2025-06-07T21:48:03.332457+00:00
github_972069399,sql-script-examples,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.352706+00:00
github_888730147,cdc-react-app,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the repository is an example showing how metrics work in a React app with Adobe Launch.  It's presented as a demonstration of specific functionality, not a production-ready application.)",2025-06-07T21:48:03.372190+00:00
github_874367467,cdc-otp-event-mq-ivams,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.390592+00:00
github_850072244,edav-docs-llamaindex-chroma-chat,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this is an ""experimental proof of concept (POC) application"" and warns that results may be inaccurate.)",2025-06-07T21:48:03.409534+00:00
github_687497239,cfa-forecast-mechanistic-python,exemptByMissionSystem,"AI Suggestion: The repository contains a mechanistic model for forecasting influenza outbreaks, directly supporting CDC's public health decision-making.",2025-06-07T21:48:03.429081+00:00
github_682693781,cfa-stf-team-materials,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.448138+00:00
github_733221390,cfa-gcm-school-signals,exemptByMissionSystem,"AI Suggestion: The repository supports infectious disease forecasting and nowcasting using school closure data, directly informing public health decision-making.",2025-06-07T21:48:03.465862+00:00
github_798923267,cfa_wsl_windows_R_version_update_4.4,exemptNonCode,Non-code repository (languages: [PowerShell]),2025-06-07T21:48:03.485712+00:00
github_823766822,edav-ncehnephtn-factory,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.505636+00:00
github_763648207,engineer-onboarding-guide,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.523821+00:00
github_971591341,nccdphp-dhdsp-million-hearts-hypertension-web-mhh-challenge,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.542174+00:00
github_951701541,niosh-ecp-odit-streamsets,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:03.570666+00:00
github_927858490,cfa-ixa-ebola-response-2025,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README describes this project as housing source code for ""modelling the early stages of the Sudan ebolavirus,""  and uses ""make"" to run ""griddle experiments,"" strongly suggesting an experimental or research purpose.)",2025-06-07T21:48:03.591273+00:00
github_971576951,nccdphp-od-nccd-proxy,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:03.611583+00:00
github_940062514,measles-model-2025,exemptByMissionSystem,"AI Suggestion: The repository contains code for real-time analysis of a measles outbreak, directly supporting public health decision-making.  The description explicitly states its use in ""real-time analysis"" of the outbreak and includes tasks like ""infection nowcasting"" and ""$R_t$ estimation,"" which are critical for outbreak response.",2025-06-07T21:48:03.632006+00:00
github_836410718,cdc-otp-event-sf-mq,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.652081+00:00
github_971592452,nccdphp-ddt-dprpportal-misc-info-dprp,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.671429+00:00
github_684279686,ocio-ad-automation,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the intent is to ""practice automating the various features of Active Directory"".  This clearly indicates an exploratory and learning-focused purpose, not the creation of a production-ready tool.)",2025-06-07T21:48:03.691612+00:00
github_930541122,oamd-de-cloudera-poc,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this repository contains ""proof of concepts for the integration of Cloudera with OAMDP"".)",2025-06-07T21:48:03.711414+00:00
github_874260143,cdc-clinicinfo-event-sf-mq,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.732007+00:00
github_635005068,cdh-analytics-premier,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.751541+00:00
github_876891428,DMI-Info-Hub-Power-BI,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.771160+00:00
github_745950902,cfa-package-complexity,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.796593+00:00
github_281776194,covid_analysis_template,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.816064+00:00
github_858283487,cdc-edso-helm-charts,exemptNonCode,"Non-code repository (languages: [Dockerfile, Shell])",2025-06-07T21:48:03.833567+00:00
github_749934682,edav_llamaindex_chat_with_docs_demo_app,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this is an ""experimental proof of concept (POC) application"" and warns that results may be inaccurate.)",2025-06-07T21:48:03.852601+00:00
github_922994776,bbb-transmission,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.872536+00:00
github_382147627,NCIPC-WISQARS-Data-Sets-DVC,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.892444+00:00
github_883466848,test_zoe_rust,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.912432+00:00
github_987269483,oamd-bio-gh-actions,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.933956+00:00
github_849885404,edav-docs-langchain-chroma-chat,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the application as an ""experimental proof of concept (POC) application"" and warns that results may be inaccurate.)",2025-06-07T21:48:03.952774+00:00
github_739187354,cfa-forecast-viz,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:03.973035+00:00
github_741531909,ocio-srac-mgt,exemptByAgencySystem,"AI Suggestion: The repository manages access to CDC resources using EntraID integration and role-based access control, indicating tight integration with CDC's internal identity and access management systems.  The description explicitly states it manages access to resources, implying it's integral to CDC's internal infrastructure and unlikely to be reusable externally without significant modification.",2025-06-07T21:48:03.990965+00:00
github_400282138,NCIPC-Apache,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.009266+00:00
github_476040788,davt_ezdx_arbonet,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.029392+00:00
github_874270257,cdc-vaccine-event-sf-mq,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.050563+00:00
github_971577696,nccdphp-ddt-dprpportal-sqlmi-dotnet-poc,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The repository name includes ""poc"" (Proof of Concept), and the README describes it as a ""SQLMI POC for C# connection"".)",2025-06-07T21:48:04.070201+00:00
github_938937182,ocio-architecture-proposal,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.092190+00:00
github_428756844,csels-peb-abfm,exemptByLaw,"AI Suggestion: The repository contains anonymized but potentially sensitive patient health information from EHR data, which may still be subject to privacy regulations depending on the anonymization methods used.  Further investigation is needed to confirm compliance with HIPAA and other relevant laws.",2025-06-07T21:48:04.112245+00:00
github_635939469,Edav-NHSN-Factory,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.132932+00:00
github_927255151,DynODE-Experiments,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.155269+00:00
github_983061775,nccdphp-ddt-dprp-portal-master,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.174396+00:00
github_978159883,cfa-bt-R0doc,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.195897+00:00
github_476016250,davt_ndsp_pertussis,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states ""Governance status: Under design / Experimental"".  This indicates the entire repository is for an experimental project.)",2025-06-07T21:48:04.216881+00:00
github_269667024,covid_data_catalog,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.235953+00:00
github_971598886,nccdphp-osh-apps-mcrc-kalturapoc,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the project as a ""Media Search (PoC),"" which stands for Proof of Concept.  This clearly indicates an exploratory purpose.)",2025-06-07T21:48:04.254839+00:00
github_809926985,streamlit_azure_openai_chat_with_documents_qdrant,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the application as an ""experimental proof of concept (POC) application"" and warns that results ""are not guaranteed to be accurate and could be misleading or even wrong"".)",2025-06-07T21:48:04.273225+00:00
github_753921826,cdh-cicd,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.296592+00:00
github_931280501,action-push-dockerimage-to-imagehub,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.315499+00:00
github_986301004,nifi_git_integration,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.334608+00:00
github_921201721,registry_linkage_ihs,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.353097+00:00
github_489971327,cdc-coe-liquibase-healthiq,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:04.370650+00:00
github_940116956,cfa-cmei-gcm-mvp-experiments,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this project ""encompasses experiments using GCM to examine the impact of NPI on epidemics.""  The title also includes the word ""experiments"".)",2025-06-07T21:48:04.393133+00:00
github_996272715,edav-ddid-nchhstp-dstdp-std-adb,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.411863+00:00
github_553061381,EDAV-ADF,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.432173+00:00
github_838443162,cfa-issue-template-sandbox,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.452932+00:00
github_658946201,vaers,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.471904+00:00
github_956148368,NCEH-REDCap-PDF-Email,exemptByLaw,"AI Suggestion: The repository processes and transmits data from CDC's REDCap system, which likely contains Protected Health Information (PHI) subject to HIPAA regulations, and emails this data to external entities.  The README mentions the use of  ""SAMS authenticated REDCap via API"" and the transfer of data to ""State, Tribal, Local, and Territorial (STLT) public health centers by email,"" indicating the handling of sensitive data.",2025-06-07T21:48:04.493303+00:00
github_607250934,mpox_foia_lab_testing_data,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:04.512446+00:00
