PrivateID,RepositoryName,RepositoryURL,Organization,ContactEmails,DateAdded
github_1003253337,walkingcalculatr,https://github.com/CDCgov/walkingcalculatr,CDCgov,shareit@cdc.gov,2025-07-03T19:50:06.800771
github_1003694416,NEDSS-SystemAdminGuide,https://github.com/CDCgov/NEDSS-SystemAdminGuide,CDCgov,shareit@cdc.gov,2025-07-03T19:50:06.800773
github_1004309686,quarto-cdc,https://github.com/CDCgov/quarto-cdc,CDCgov,shareit@cdc.gov,2025-07-03T19:50:06.800775
github_1009195513,EITPM-Hub,https://github.com/CDCgov/EITPM-Hub,CDCgov,shareit@cdc.gov,2025-07-03T19:50:06.800777
github_262100631,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdc-data,shareit@cdc.gov,2025-07-03T19:50:06.800779
github_262101079,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdc-data,shareit@cdc.gov,2025-07-03T19:50:06.800781
github_414243401,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdc-data,shareit@cdc.gov,2025-07-03T19:50:06.800783
github_113628570,about,https://github.com/niosh-mining/about,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800786
github_132162722,hazardrecognitionwebsite,https://github.com/niosh-mining/hazardrecognitionwebsite,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800788
github_137395932,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800792
github_141734399,fast,https://github.com/niosh-mining/fast,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800794
github_154731511,obsplus,https://github.com/niosh-mining/obsplus,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800796
github_242027972,opsdata,https://github.com/niosh-mining/opsdata,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800798
github_268881270,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800800
github_307433752,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800804
github_342384265,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800806
github_342384839,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800808
github_381130344,fisdata,https://github.com/niosh-mining/fisdata,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800810
github_420093487,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800812
github_639542816,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800814
github_845773819,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800816
github_883982911,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800818
github_954986555,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800820
github_971673709,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800823
github_971674454,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800825
github_971675249,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800827
github_971676922,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800829
github_971677350,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800831
github_971677789,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800835
github_971692454,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800837
github_971693543,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800839
github_971694745,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800841
github_971694998,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800843
github_971695276,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800845
github_971695958,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800847
github_971697135,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800849
github_971701124,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800853
github_971707359,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800855
github_995081181,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800857
github_1000352050,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,niosh-mining,shareit@cdc.gov,2025-07-03T19:50:06.800859
github_51947303,zika,https://github.com/cdcepi/zika,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800861
github_53432198,cdcepi.github.io,https://github.com/cdcepi/cdcepi.github.io,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800863
github_67508440,flu-tools-2015-16,https://github.com/cdcepi/flu-tools-2015-16,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800867
github_69035545,FluSight_ensemble,https://github.com/cdcepi/FluSight_ensemble,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800869
github_69682577,FluSight-forecasts,https://github.com/cdcepi/FluSight-forecasts,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800871
github_75846371,web_tracker,https://github.com/cdcepi/web_tracker,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800873
github_108003752,State_FluSight_Forecasts,https://github.com/cdcepi/State_FluSight_Forecasts,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800875
github_113999925,Hospitalization-Forecasts,https://github.com/cdcepi/Hospitalization-Forecasts,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800877
github_174559039,predx,https://github.com/cdcepi/predx,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800881
github_216065891,DoD_Influenza_Forecasts,https://github.com/cdcepi/DoD_Influenza_Forecasts,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800883
github_217545215,dengue-forecasting-project-2015,https://github.com/cdcepi/dengue-forecasting-project-2015,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800885
github_246686771,COVID-19-ILI-forecasting,https://github.com/cdcepi/COVID-19-ILI-forecasting,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800887
github_265848645,COVID-19-Forecasts,https://github.com/cdcepi/COVID-19-Forecasts,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800889
github_284746405,FluCode,https://github.com/cdcepi/FluCode,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800891
github_333959020,Nursing-home-SARS-CoV-2-testing-model,https://github.com/cdcepi/Nursing-home-SARS-CoV-2-testing-model,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800893
github_341674413,ACIP-SARS-CoV-2-Vaccine-Modeling,https://github.com/cdcepi/ACIP-SARS-CoV-2-Vaccine-Modeling,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800895
github_344942253,COVID-19-traveler-model,https://github.com/cdcepi/COVID-19-traveler-model,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800897
github_419078676,Flusight-forecast-data,https://github.com/cdcepi/Flusight-forecast-data,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800899
github_445225597,Flusight-baseline,https://github.com/cdcepi/Flusight-baseline,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800901
github_445225747,Flusight-ensemble,https://github.com/cdcepi/Flusight-ensemble,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800903
github_475236978,WNV-forecast-data-2022,https://github.com/cdcepi/WNV-forecast-data-2022,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800906
github_512842654,WNV-forecast-project-2020,https://github.com/cdcepi/WNV-forecast-project-2020,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800908
github_516130822,Aedes-forecast-project-2019-2020,https://github.com/cdcepi/Aedes-forecast-project-2019-2020,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800910
github_542106223,DoD-CLI-forecast-data,https://github.com/cdcepi/DoD-CLI-forecast-data,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800912
github_580452787,WNV-forecast-project-2023,https://github.com/cdcepi/WNV-forecast-project-2023,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800914
github_594105903,Evaluation-of-case-forecasts-submitted-to-COVID19-Forecast-Hub,https://github.com/cdcepi/Evaluation-of-case-forecasts-submitted-to-COVID19-Forecast-Hub,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800916
github_687517372,FluSight-forecast-hub,https://github.com/cdcepi/FluSight-forecast-hub,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800918
github_709298042,FluSight-manuscripts,https://github.com/cdcepi/FluSight-manuscripts,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800922
github_771514373,FluSight-categorical,https://github.com/cdcepi/FluSight-categorical,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800924
github_843568132,Nowcasting_scale_up_analysis,https://github.com/cdcepi/Nowcasting_scale_up_analysis,cdcepi,shareit@cdc.gov,2025-07-03T19:50:06.800926
github_213692182,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800933
github_230282476,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800935
github_242826247,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800938
github_249479153,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800940
github_251732989,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800942
github_254717441,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800944
github_261778299,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800946
github_263986199,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800948
github_265219956,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800950
github_265253763,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800952
github_265300740,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800954
github_267144775,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800956
github_268515353,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800959
github_268518481,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800963
github_269667024,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800965
github_269672664,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800967
github_271850732,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800969
github_271851815,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800973
github_272419629,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800975
github_272419736,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800977
github_272770466,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800979
github_272774407,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800981
github_272775389,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800983
github_272777016,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800985
github_272965868,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800987
github_272968124,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800989
github_272970472,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800991
github_272974622,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800993
github_272975241,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800995
github_272981099,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800997
github_272983394,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.800999
github_272986124,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801001
github_272987711,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801003
github_272988738,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801005
github_273058075,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801009
github_273058607,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801012
github_273316629,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801015
github_273504327,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801017
github_274209036,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801020
github_279557198,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801022
github_281776194,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801024
github_285656749,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801026
github_285908035,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801028
github_285908216,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801030
github_286516527,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801032
github_289503970,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801034
github_289504300,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801036
github_289504816,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801038
github_289505011,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801040
github_300718755,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801042
github_301279457,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801044
github_304418858,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801046
github_307255612,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801048
github_313436182,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801050
github_314055301,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801052
github_315653588,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801056
github_317235541,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801060
github_322374145,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801062
github_327038238,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801064
github_327074357,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801066
github_329110240,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801068
github_331052809,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801070
github_333125048,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801072
github_335648018,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801076
github_337829953,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801078
github_346469235,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801080
github_346797794,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801082
github_348370329,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801084
github_348452426,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801086
github_348467868,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801088
github_348755169,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801090
github_348774894,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801092
github_349496842,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801096
github_350141673,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801098
github_350761463,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801100
github_354114593,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801104
github_354899746,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801108
github_357659149,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801110
github_360639193,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801112
github_360750933,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801114
github_360920416,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801116
github_364590941,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801118
github_366467330,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801120
github_366724597,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801122
github_367419870,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801124
github_368659976,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801126
github_369191506,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801129
github_369305168,code_exempted.pdf,https://github.com/CDCgov/ShareIT-Act/blob/main/docs/assets/files/code_exempted.pdf,cdcent,shareit@cdc.gov,2025-07-03T19:50:06.801131
